@relation context

@attribute demonstrative {0,1}
@attribute position {-1,0,1,2}
@attribute bigram real
@attribute trigram real
@attribute refOther {0,1}
@attribute refTarget {0,1}
@attribute refMultiple {0,1}
@attribute context {0,1}

@data
1,-1,3599,4834,0,0,0,0
0,0,1921,4835,1,1,1,1
1,1,3600,4836,0,0,0,0
0,2,2135,2704,0,0,0,0
0,-1,3601,4837,1,1,1,0
1,0,3599,4838,0,1,0,1
1,1,21,4839,1,0,0,0
0,2,3602,4840,0,0,0,0
0,-1,377,4503,0,0,0,0
0,0,3601,4837,1,1,1,1
1,1,3599,4838,0,1,0,0
1,2,21,4839,1,0,0,0
0,-1,2316,2947,1,0,1,0
0,0,2611,3367,1,1,1,1
0,1,2612,3368,0,0,0,0
1,2,2613,3369,0,0,0,0
1,-1,3603,4841,0,0,0,0
1,0,1070,4842,1,1,1,1
0,1,3604,4843,0,0,0,1
1,2,3605,4844,0,0,0,0
0,-1,3606,4845,1,0,0,0
0,0,3590,4822,1,1,1,1
1,1,3607,4846,0,0,0,0
0,2,46,46,0,0,0,0
0,-1,3608,4847,0,0,0,0
0,0,3609,4848,1,1,1,1
1,1,77,1970,0,0,0,0
0,2,3088,4849,0,0,0,0
1,-1,77,4850,0,0,0,0
0,0,367,4851,1,1,1,1
0,1,293,2395,0,0,0,0
0,2,3610,4852,0,0,0,0
0,-1,3611,4853,0,0,0,0
1,0,3612,4854,0,1,0,1
0,1,951,4855,0,0,0,0
0,2,3613,4856,0,0,0,0
1,-1,3614,4857,0,0,0,1
0,0,2728,4858,1,1,1,1
0,1,3615,4859,1,0,1,0
0,2,3616,4860,1,0,0,0
0,-1,34,2861,0,0,0,0
0,0,2910,4861,0,1,0,1
1,1,34,34,0,0,0,0
1,2,3617,4862,0,0,0,0
1,-1,677,4863,0,0,0,1
1,0,3618,4864,1,1,1,1
0,1,3619,4865,0,0,0,0
0,2,897,4866,0,0,0,0
0,-1,3620,4867,0,0,0,1
0,0,1296,4868,1,1,1,1
1,1,3621,4869,0,0,0,0
0,2,3622,4870,0,0,0,0
0,-1,3623,4871,0,0,0,1
0,0,3624,4872,1,1,1,1
0,1,3625,4873,0,0,0,0
1,2,287,4874,0,0,0,0
1,-1,2176,2755,0,0,0,0
0,0,789,926,0,1,0,1
0,1,3626,4875,0,0,0,0
0,2,3627,4876,0,0,0,0
0,-1,3628,4877,1,0,0,0
0,0,150,160,0,0,0,1
0,1,3629,4878,0,0,0,0
0,2,1986,4879,0,0,0,0
0,-1,603,2353,0,0,0,0
1,0,3630,4880,1,1,1,1
1,1,3631,4881,0,0,0,0
0,2,1078,4882,0,0,0,0
0,-1,3632,4883,0,0,0,1
1,0,52,52,1,1,1,0
1,1,3633,4884,0,0,0,0
1,2,52,735,0,0,0,0
0,-1,153,1765,1,0,0,0
0,0,3634,4885,1,1,1,1
0,1,3635,4886,1,0,1,0
0,2,3636,4887,1,0,0,0
1,-1,3511,4888,0,0,0,0
0,0,967,4889,0,1,0,1
0,1,3637,4890,0,0,0,0
0,2,2135,4891,0,0,0,0
1,-1,713,1812,0,0,0,0
0,0,3638,4892,1,1,1,1
0,1,208,4893,0,0,0,0
0,2,3639,4894,0,0,0,0
1,-1,3640,4895,0,0,0,0
1,0,2645,3417,1,1,1,1
0,1,3641,4896,0,0,0,0
0,2,3641,4896,0,0,0,0
1,-1,3642,4897,0,0,0,0
0,0,3233,4618,1,1,1,1
1,1,3233,4618,1,1,1,1
1,2,64,2677,0,0,0,0
0,-1,3233,4618,1,1,1,1
1,0,3233,4618,1,1,1,1
1,1,64,2677,0,0,0,0
1,2,3643,4898,0,0,0,0
0,-1,50,956,0,0,0,0
0,0,3644,4899,0,1,0,1
0,1,3645,4900,0,0,0,0
0,2,1316,4901,0,0,0,0
0,-1,14,4902,0,0,0,0
0,0,3588,4903,1,1,1,1
1,1,77,576,0,0,0,1
1,2,3646,4904,0,0,0,0
1,-1,3647,4905,0,0,0,0
1,0,1082,4906,0,1,0,1
1,1,1209,4907,0,0,0,0
0,2,50,50,0,0,0,0
1,-1,3648,4908,0,0,0,0
0,0,148,157,1,1,1,1
1,1,77,4909,0,0,0,0
0,2,3649,4910,0,0,0,0
0,-1,222,4911,0,0,0,0
0,0,3650,4912,1,1,1,1
0,1,3127,4913,1,0,0,0
0,2,3651,4914,0,0,0,0
1,-1,3652,4915,1,0,0,1
0,0,50,50,1,1,1,1
0,1,254,4916,1,0,0,0
0,2,3653,4917,0,0,0,0
0,-1,3654,4918,0,0,0,1
0,0,3655,4919,0,1,0,1
0,1,1952,4920,0,0,0,0
0,2,55,4921,0,0,0,0
0,-1,50,4922,0,0,0,1
0,0,3656,4923,0,1,0,1
0,1,3657,4924,0,0,0,0
0,2,3658,4925,0,0,0,0
0,-1,3659,4926,0,0,0,0
0,0,830,4927,0,1,0,1
1,1,1008,1209,0,0,0,0
0,2,3660,4928,0,0,0,0
0,-1,39,39,0,0,0,0
1,0,3661,4929,1,1,1,1
1,1,883,4683,1,1,1,0
0,2,2523,4684,0,0,0,0
1,-1,199,4786,0,0,0,1
0,0,50,2166,1,1,1,1
0,1,3571,4787,1,1,1,0
0,2,657,4788,1,0,0,0
1,-1,3661,4929,1,1,1,0
1,0,883,4683,1,1,1,1
0,1,2523,4684,0,0,0,0
0,2,1990,4685,0,0,0,0
0,-1,50,2166,1,1,1,0
0,0,3571,4787,1,1,1,1
0,1,657,4788,1,0,0,0
1,2,199,4789,0,0,0,0
1,-1,3662,4930,0,0,0,0
1,0,3663,4931,1,1,1,1
0,1,559,4932,0,0,0,0
0,2,3664,4933,1,0,0,0
1,-1,89,4934,0,0,0,0
0,0,2346,2987,0,1,0,1
0,1,3665,4935,1,0,0,0
0,2,3666,4936,0,0,0,0
1,-1,2289,4937,0,0,0,0
1,0,1248,1569,1,1,1,1
1,1,2910,4938,0,0,0,0
1,2,1947,4939,0,0,0,0
0,-1,3667,4940,0,0,0,1
0,0,812,4941,1,1,1,1
1,1,77,2233,0,0,0,0
0,2,3668,4942,0,0,0,0
0,-1,3669,4943,0,0,0,0
1,0,420,4944,1,1,1,1
1,1,3670,4945,0,0,0,0
1,2,565,649,0,0,0,0
1,-1,601,4946,0,0,0,0
1,0,2718,4947,1,1,1,1
0,1,3671,4948,0,0,0,0
1,2,91,4949,1,0,0,0
0,-1,812,4950,0,0,0,0
1,0,3672,4951,0,1,0,1
1,1,690,4952,1,0,0,0
1,2,3673,4953,1,0,1,0
0,-1,3674,4954,0,0,0,0
0,0,2551,4955,1,1,1,1
1,1,114,120,1,0,0,0
1,2,601,4956,0,0,0,0
0,-1,3675,4957,1,0,0,0
0,0,2316,2947,1,1,1,1
0,1,530,605,0,0,0,0
0,2,3676,4958,0,0,0,0
0,-1,148,157,0,0,0,1
0,0,3677,4959,1,1,1,1
0,1,3678,4960,1,0,0,1
0,2,3679,4961,0,0,0,0
0,-1,3680,4962,0,0,0,0
1,0,3681,4963,0,1,0,1
0,1,64,65,1,0,0,0
1,2,3682,4964,0,0,0,0
0,-1,1850,4965,0,0,0,1
0,0,341,4966,1,1,1,1
1,1,1969,4967,1,0,0,0
0,2,3683,4968,0,0,0,0
1,-1,3684,4969,0,0,0,1
0,0,3685,4970,1,1,1,1
1,1,3686,4971,0,0,0,0
1,2,3687,4972,0,0,0,1
0,-1,3688,4973,0,0,0,0
1,0,3689,4974,1,1,1,1
0,1,3690,4975,1,0,1,0
0,2,3691,4976,0,0,0,0
0,-1,3692,4977,0,0,0,1
1,0,104,520,1,1,1,1
1,1,3693,4978,0,0,0,0
0,2,3694,4979,0,0,0,0
0,-1,3503,4679,0,0,0,1
0,0,50,4680,1,1,1,1
0,1,621,4681,0,0,0,0
1,2,287,4682,0,0,0,0
1,-1,287,4682,0,0,0,0
1,0,883,4683,1,1,1,1
0,1,2523,4684,0,0,0,0
0,2,1990,4685,0,0,0,0
1,-1,3662,4930,0,0,0,0
1,0,3663,4931,1,1,1,1
0,1,559,4932,0,0,0,0
0,2,3664,4933,1,0,0,0
0,-1,3695,4980,0,0,0,0
1,0,3696,4981,1,1,1,1
0,1,3697,4982,1,0,1,0
0,2,3698,4983,0,0,0,0
1,-1,201,4984,1,0,1,0
0,0,1745,2181,1,1,1,1
1,1,3699,4985,0,0,0,0
1,2,3700,4986,0,0,0,0
1,-1,559,3420,0,0,0,0
1,0,3311,4771,1,1,1,1
1,1,3701,4987,0,0,0,0
0,2,3562,4773,0,0,0,0
0,-1,86,3389,0,0,0,0
0,0,3702,4988,0,1,0,1
0,1,3703,4989,0,0,0,1
0,2,3704,4990,0,0,0,0
0,-1,789,926,0,0,0,1
0,0,459,4991,1,1,1,1
0,1,3705,4992,0,0,0,0
0,2,3706,4993,0,0,0,0
1,-1,2931,4994,0,0,0,0
1,0,77,3242,1,1,1,1
0,1,34,4995,0,0,0,0
0,2,3707,4996,1,0,0,0
0,-1,3708,4997,1,0,1,0
0,0,460,4998,1,1,1,1
0,1,55,4999,1,0,0,0
1,2,3709,5000,1,0,1,0
0,-1,3531,4719,0,0,0,1
1,0,145,4720,1,1,1,1
0,1,110,633,0,0,0,0
1,2,552,634,1,0,1,0
0,-1,1277,5001,0,0,0,0
0,0,3080,5002,0,1,0,1
0,1,83,5003,0,0,0,0
0,2,3710,5004,0,0,0,0
1,-1,3711,5005,1,0,1,1
1,0,3712,5006,1,1,1,1
0,1,1901,5007,0,0,0,0
0,2,39,39,0,0,0,0
0,-1,99,5008,0,0,0,0
1,0,3713,5009,0,1,0,1
0,1,3703,5010,0,0,0,1
1,2,3714,5011,0,0,0,0
0,-1,39,39,1,0,0,0
0,0,3715,5012,1,1,1,1
1,1,3716,5013,1,0,1,1
1,2,3703,5014,0,0,0,1
0,-1,3717,5015,0,0,0,1
0,0,34,5016,1,1,1,1
0,1,3718,5017,0,0,0,0
0,2,1931,5018,0,0,0,0
1,-1,1697,5019,0,0,0,0
1,0,3719,5020,1,1,1,1
0,1,34,5021,0,0,0,1
0,2,3720,5022,0,0,0,0
0,-1,3721,5023,0,0,0,0
1,0,679,5024,1,1,1,1
1,1,3722,5025,0,0,0,0
0,2,50,2166,0,0,0,0
0,-1,3723,5026,0,0,0,0
0,0,3724,5027,1,1,1,1
1,1,3725,5028,1,0,0,0
0,2,3726,5029,1,0,0,0
1,-1,3727,5030,0,0,0,0
0,0,3728,5031,1,1,1,1
0,1,3729,5032,1,0,0,0
1,2,3730,5033,0,0,0,0
0,-1,860,1019,1,0,0,0
0,0,861,1020,1,0,0,1
0,1,3731,5034,0,0,0,0
0,2,3732,5035,0,0,0,0
0,-1,3733,5036,0,0,0,0
0,0,50,5037,0,1,0,1
1,1,1921,5038,0,0,0,0
1,2,21,5039,0,0,0,0
1,-1,2807,3863,0,0,0,0
0,0,858,1017,1,1,1,1
0,1,1048,5040,1,0,0,0
1,2,3734,5041,0,0,0,0
1,-1,3735,5042,0,0,0,0
1,0,3736,5043,1,1,1,1
0,1,3737,5044,0,0,0,0
0,2,3738,5045,0,0,0,0
1,-1,50,5046,0,0,0,0
0,0,2695,3496,1,1,1,1
0,1,1587,3497,1,0,1,0
0,2,2696,3498,1,0,1,0
0,-1,858,1017,0,0,0,0
0,0,859,1018,1,1,1,1
0,1,860,1019,1,0,0,0
0,2,861,1020,1,0,0,1
1,-1,3739,5047,0,0,0,0
1,0,3740,5048,1,1,1,1
1,1,3741,5049,1,0,0,0
0,2,3742,5050,0,0,0,0
1,-1,3743,5051,1,0,0,0
0,0,3744,5052,0,1,0,1
0,1,3745,5053,1,0,0,0
0,2,3746,5054,0,0,0,0
0,-1,3747,5055,1,0,0,0
1,0,3187,4315,0,1,0,1
0,1,3748,5056,1,0,0,0
1,2,1464,1798,1,0,0,0
0,-1,3749,5057,1,0,1,0
0,0,3750,5058,1,0,1,0
0,1,3751,5059,1,0,0,1
1,2,254,5060,0,0,0,0
0,-1,3750,5058,1,0,1,0
0,0,3751,5059,1,0,0,1
1,1,254,5060,0,0,0,0
0,2,3752,5061,0,0,0,0
0,-1,3753,5062,0,0,0,0
0,0,1654,5063,1,1,1,1
0,1,619,718,1,0,0,1
0,2,39,39,0,0,0,0
1,-1,1484,1824,0,0,0,0
0,0,694,1825,1,1,1,1
0,1,1357,1644,0,0,0,0
1,2,802,1826,0,0,0,0
1,-1,93,4521,0,0,0,0
0,0,1661,5064,1,1,1,1
1,1,3754,5065,0,0,0,0
0,2,97,794,0,0,0,0
0,-1,3755,5066,1,0,0,0
0,0,3756,5067,1,0,1,1
0,1,789,926,0,0,0,0
1,2,3757,5068,0,0,0,0
1,-1,504,573,0,0,0,0
0,0,846,1916,1,1,1,1
1,1,93,4521,0,0,0,0
0,2,1661,5064,1,1,1,1
0,-1,3758,5069,0,0,0,0
0,0,3759,5070,1,1,1,1
1,1,77,576,0,0,0,0
1,2,3760,5071,1,0,0,0
1,-1,3761,5072,1,0,0,0
0,0,3762,5073,1,1,1,1
0,1,3763,5074,0,0,0,0
1,2,447,5075,1,0,1,1
0,-1,3764,5076,0,0,0,0
1,0,92,5077,1,1,1,1
1,1,2529,5078,1,0,0,0
0,2,3765,5079,0,0,0,0
1,-1,3530,5080,1,0,0,0
0,0,3766,5081,1,1,1,1
0,1,97,5082,1,0,1,0
1,2,2108,5083,0,0,0,0
1,-1,77,576,0,0,0,0
0,0,269,5084,1,1,1,1
0,1,3767,5085,1,0,0,0
0,2,804,1028,0,0,0,0
1,-1,106,3786,0,0,0,0
0,0,3768,5086,1,1,1,1
0,1,3769,5087,1,0,1,0
0,2,3768,5088,1,0,1,0
1,-1,77,78,0,0,0,0
0,0,889,5089,1,1,1,1
0,1,3770,5090,0,0,0,0
0,2,3771,5091,1,0,1,0
0,-1,50,2166,0,0,0,0
0,0,3772,5092,1,1,1,1
1,1,99,5008,0,0,0,0
0,2,3773,5093,0,0,0,0
1,-1,3774,5094,0,0,0,0
1,0,3775,5095,1,1,1,1
0,1,2894,5096,0,0,0,0
0,2,3776,5097,0,0,0,0
0,-1,3777,5098,0,0,0,0
0,0,3778,5099,1,1,1,1
0,1,3779,5100,0,0,0,0
1,2,3780,5101,0,0,0,0
1,-1,3781,5102,0,0,0,0
1,0,2894,5103,1,1,1,1
1,1,3782,5104,0,0,0,0
0,2,508,5105,0,0,0,0
1,-1,498,2475,1,0,0,0
1,0,3783,5106,1,1,1,1
0,1,3784,5107,1,0,0,0
1,2,3785,5108,1,0,0,0
0,-1,3786,5109,0,0,0,0
0,0,3787,5110,0,1,0,1
0,1,3788,5111,0,0,0,0
0,2,3789,5112,1,0,0,0
0,-1,3790,5113,0,0,0,0
0,0,3724,5114,1,1,1,1
0,1,3791,5115,1,0,0,0
0,2,3792,5116,0,0,0,0
1,-1,3793,5117,0,0,0,0
1,0,3794,5118,1,1,1,1
0,1,17,5119,0,0,0,0
1,2,549,5120,0,0,0,0
0,-1,3795,5121,1,0,1,1
0,0,3796,5122,1,1,1,1
0,1,3797,5123,0,0,0,0
1,2,377,4503,0,0,0,0
1,-1,3798,5124,0,0,0,0
1,0,3740,5048,1,1,1,1
1,1,1176,1427,0,0,0,0
1,2,232,958,1,0,1,0
0,-1,3786,5109,0,0,0,0
0,0,3787,5110,0,1,0,1
0,1,3788,5111,0,0,0,0
0,2,3789,5112,1,0,0,0
1,-1,1026,5125,1,0,1,0
0,0,255,5126,1,1,1,1
0,1,1825,5127,0,0,0,0
1,2,3799,5128,1,0,0,0
0,-1,41,5129,1,0,1,0
0,0,3800,5130,1,1,1,1
1,1,1648,2286,0,0,0,0
0,2,3801,5131,0,0,0,0
0,-1,3802,5132,0,0,0,0
0,0,2345,5133,1,0,0,1
0,1,3300,5134,0,0,0,0
0,2,3234,5135,0,0,0,0
0,-1,1282,5136,0,0,0,0
1,0,3803,5137,0,1,0,1
0,1,805,3238,0,0,0,0
1,2,3804,5138,0,0,0,0
1,-1,3805,5139,1,0,1,0
0,0,3806,5140,1,1,1,1
0,1,662,5141,0,0,0,0
0,2,3807,5142,1,0,1,0
0,-1,3808,5143,0,0,0,0
0,0,3809,5144,1,1,1,1
1,1,97,5145,1,0,1,0
0,2,52,735,0,0,0,0
0,-1,3810,5146,0,0,0,0
1,0,3811,5147,0,1,0,1
0,1,3812,5148,1,0,0,0
0,2,83,85,0,0,0,0
1,-1,3492,4666,0,0,0,0
0,0,3813,5149,1,1,1,1
1,1,2,2,0,0,0,0
0,2,3814,5150,0,0,0,0
0,-1,3815,5151,1,0,1,0
0,0,2349,5152,1,1,1,1
0,1,3816,5153,1,0,0,0
0,2,2473,5154,0,0,0,0
1,-1,3817,5155,0,0,0,0
1,0,3818,5156,1,1,1,1
1,1,3425,4566,0,0,0,0
0,2,1850,5157,0,0,0,0
0,-1,3819,5158,0,0,0,0
1,0,3820,5159,0,1,0,1
0,1,966,5160,0,0,0,0
0,2,3821,5161,0,0,0,0
0,-1,720,5162,0,0,0,0
0,0,2671,5163,1,1,1,0
0,1,448,3151,0,0,0,0
1,2,124,3152,0,0,0,1
0,-1,39,39,0,0,0,0
0,0,3822,5164,1,1,1,1
0,1,3823,5165,1,0,1,0
0,2,3824,5166,0,0,0,0
1,-1,77,5167,0,0,0,0
0,0,3825,5168,1,1,1,1
0,1,3826,5169,0,0,0,0
0,2,526,5170,0,0,0,0
1,-1,3827,5171,1,0,0,0
0,0,780,936,1,1,1,1
0,1,3828,5172,1,0,0,0
0,2,2438,5173,1,0,0,0
1,-1,3655,5174,1,0,1,0
0,0,263,5175,0,1,0,1
0,1,3829,5176,1,0,0,0
0,2,3830,5177,1,0,0,0
0,-1,2316,2947,0,0,0,0
0,0,2317,2948,1,1,1,1
0,1,2318,2949,1,0,1,0
0,2,2319,2950,1,0,0,0
0,-1,3831,5178,0,0,0,0
0,0,3832,5179,0,1,0,1
1,1,3833,5180,0,0,0,0
0,2,3834,5181,0,0,0,0
0,-1,3835,5182,0,0,0,0
0,0,3836,5183,1,1,1,1
1,1,3837,5184,0,0,0,0
1,2,3838,5185,0,0,0,0
0,-1,3839,5186,0,0,0,0
1,0,3840,5187,0,1,0,1
1,1,3841,5188,0,0,0,0
0,2,83,5189,0,0,0,0
0,-1,83,5189,0,0,0,0
1,0,1197,5190,0,1,0,1
1,1,459,5191,0,0,0,0
0,2,39,39,0,0,0,0
0,-1,911,5192,0,0,0,0
1,0,2749,5193,1,1,1,1
0,1,3842,5194,1,0,0,0
0,2,946,1129,0,0,0,0
0,-1,230,5195,0,0,0,0
0,0,3843,5196,1,1,1,1
0,1,3844,5197,0,0,0,0
0,2,3845,5198,0,0,0,0
0,-1,337,5199,0,0,0,1
0,0,3846,5200,0,1,0,0
0,1,208,5201,0,0,0,0
0,2,3847,5202,0,0,0,0
0,-1,3848,5203,0,0,0,0
0,0,3849,5204,1,1,1,1
0,1,2148,5205,1,0,1,0
0,2,258,282,0,0,0,0
0,-1,1755,3462,1,0,0,0
0,0,1915,5206,1,1,1,1
0,1,3850,5207,1,0,0,0
0,2,2540,5208,1,0,0,0
1,-1,2322,2954,0,0,0,0
0,0,2297,2921,1,1,1,1
0,1,226,431,0,0,0,0
0,2,2323,2955,0,0,0,0
0,-1,459,5209,0,0,0,0
0,0,3851,5210,0,1,0,1
1,1,2322,2954,0,0,0,0
0,2,2297,2921,1,1,1,0
0,-1,341,5211,1,0,0,0
0,0,3852,5212,0,1,0,1
0,1,3853,5213,0,0,0,0
1,2,3854,5214,0,0,0,0
1,-1,3855,5215,1,0,0,0
0,0,1879,2343,1,1,1,1
1,1,1648,2286,0,0,0,0
0,2,3856,5216,0,0,0,0
1,-1,3857,39,0,0,0,0
0,0,3858,5217,0,0,0,1
0,1,3859,39,0,0,0,0
0,2,3860,5218,0,0,0,0
0,-1,3860,5218,0,0,0,0
1,0,3861,5219,0,0,0,1
1,1,3862,5220,0,0,0,0
0,2,3863,39,0,0,0,0
1,-1,104,2962,1,0,0,0
0,0,50,50,1,1,1,1
0,1,226,431,0,0,0,0
0,2,2323,2955,0,0,0,0
0,-1,3864,5221,0,0,0,0
1,0,3865,5222,0,1,0,1
1,1,3866,5223,0,0,0,0
0,2,1248,1569,0,0,0,0
0,-1,741,5224,0,0,0,0
1,0,1834,5225,0,1,0,1
0,1,3867,5226,0,0,0,0
0,2,3868,5227,0,0,0,0
0,-1,3869,5228,0,0,0,0
0,0,150,5229,0,1,0,1
0,1,3870,5230,0,0,0,0
0,2,3871,5231,0,0,0,0
0,-1,2444,5232,0,0,0,0
0,0,3872,5233,0,1,0,1
0,1,39,39,0,0,0,0
0,2,361,5234,1,0,0,0
0,-1,3873,5235,0,0,0,0
0,0,3874,5236,0,1,0,1
0,1,39,39,0,0,0,0
0,2,3875,5237,0,0,0,0
1,-1,104,2962,1,0,0,0
0,0,50,50,1,1,1,1
0,1,226,431,0,0,0,0
0,2,2323,2955,0,0,0,0
0,-1,3876,5238,1,0,0,0
0,0,3877,5239,1,1,1,1
0,1,39,39,0,0,0,0
0,2,3878,5240,0,0,0,0
0,-1,2840,5241,1,0,1,0
0,0,501,5242,1,1,1,1
1,1,3879,5243,0,0,0,0
1,2,3880,5244,0,0,0,0
0,-1,361,5245,0,0,0,0
0,0,3881,5246,0,1,0,1
0,1,3882,5247,1,0,0,0
0,2,3851,5248,0,0,0,0
1,-1,3883,5249,0,0,0,0
1,0,3884,5250,0,1,0,1
0,1,3812,5148,0,0,0,0
0,2,83,85,0,0,0,0
0,-1,2275,3347,0,0,0,0
0,0,3249,5251,0,1,0,1
0,1,3885,5252,0,0,0,0
0,2,3886,5253,0,0,0,0
1,-1,3887,5254,0,0,0,0
1,0,2412,5255,0,1,0,1
1,1,3888,5256,0,0,0,0
0,2,50,2166,0,0,0,0
0,-1,3887,5254,0,0,0,0
1,0,3889,5257,1,1,1,1
0,1,254,2764,0,0,0,0
0,2,3890,5258,0,0,0,0
1,-1,3891,5259,0,0,0,0
0,0,3892,5260,1,1,1,1
1,1,254,5261,0,0,0,0
0,2,2432,5262,0,0,0,0
0,-1,3893,5263,0,0,0,0
1,0,3894,5264,1,1,1,1
0,1,3895,5265,1,0,0,0
1,2,3896,5266,1,0,0,0
1,-1,2195,2782,0,0,0,0
1,0,2196,2783,1,1,1,1
1,1,2197,2784,1,0,0,0
0,2,2198,2785,0,0,0,0
1,-1,2791,3634,1,0,0,0
0,0,3122,5267,0,1,0,1
0,1,3897,5268,0,0,0,0
0,2,3898,5269,0,0,0,0
1,-1,3899,5270,0,0,0,0
1,0,2316,2947,1,1,1,0
1,1,3215,5271,0,0,0,0
0,2,3900,5272,0,0,0,0
1,-1,3901,5273,0,0,0,0
0,0,3902,5274,1,1,1,1
0,1,97,5275,1,0,0,0
0,2,3903,5276,0,0,0,0
1,-1,3904,5277,1,1,1,0
1,0,3905,5278,0,1,0,1
0,1,3906,5279,1,0,0,0
1,2,3907,5280,1,0,0,0
0,-1,3908,5281,0,0,0,0
1,0,3904,5277,1,1,1,0
1,1,3905,5278,0,1,0,1
0,2,3906,5279,1,0,0,0
1,-1,3909,5282,0,0,0,0
1,0,3910,5283,0,1,0,1
1,1,1766,5284,0,0,0,0
1,2,83,5285,0,0,0,0
0,-1,1866,2327,0,0,0,0
0,0,3911,5286,0,1,0,1
0,1,3912,5287,0,0,0,0
0,2,3913,5288,0,0,0,0
0,-1,3914,5289,0,0,0,0
0,0,3915,5290,0,1,0,1
0,1,508,5291,0,0,0,0
0,2,39,39,0,0,0,0
0,-1,39,39,0,0,0,0
0,0,3916,5292,0,1,1,1
0,1,97,104,0,0,0,0
1,2,1571,5293,0,0,0,0
0,-1,3917,5294,0,0,0,0
0,0,3918,5295,0,1,0,1
0,1,3914,5289,0,0,0,0
0,2,3915,5290,0,1,0,0
0,-1,3228,5296,0,0,0,0
0,0,3919,5297,0,1,0,1
0,1,360,5298,0,0,0,0
0,2,3920,5299,1,0,0,0
0,-1,937,5300,1,0,1,0
0,0,3921,5301,1,1,1,1
0,1,3922,5302,0,0,0,0
0,2,3923,5303,0,0,0,0
0,-1,3924,5304,0,0,0,0
0,0,3925,5305,0,1,0,1
1,1,230,5306,0,0,0,0
1,2,3926,5307,1,0,0,0
0,-1,55,5308,0,0,0,0
0,0,296,5309,0,1,0,1
0,1,3927,5310,0,0,0,0
0,2,55,5311,0,0,0,0
1,-1,2349,2990,1,0,0,0
0,0,469,528,1,1,1,1
0,1,2072,2991,0,0,0,0
0,2,2350,2992,0,0,0,0
1,-1,3928,5312,0,0,0,0
0,0,3929,5313,1,1,1,1
1,1,77,78,1,0,0,0
0,2,150,2730,0,0,0,0
0,-1,3930,5314,0,0,0,0
0,0,150,160,0,1,0,1
0,1,3931,5315,0,0,0,0
1,2,3932,5316,0,0,0,0
0,-1,2402,5317,1,0,0,0
0,0,150,2730,0,1,0,1
0,1,3933,5318,1,0,0,0
0,2,3934,5319,0,0,0,0
0,-1,3935,5320,0,0,0,0
0,0,3936,5321,0,1,0,0
0,1,3937,5322,0,0,0,1
0,2,3938,5323,0,0,0,0
0,-1,2357,5324,1,0,0,0
0,0,2547,5325,0,0,0,1
0,1,3939,5326,0,0,0,0
1,2,2882,5327,0,0,0,0
1,-1,3940,5328,1,0,0,0
0,0,3941,5329,1,1,1,1
0,1,3942,5330,1,0,0,0
0,2,3943,5331,1,0,0,0
0,-1,3944,5332,0,0,0,0
0,0,3945,5333,0,1,0,1
0,1,64,65,0,0,0,0
0,2,3946,5334,0,0,0,0
0,-1,2356,5335,0,0,0,0
0,0,3947,5336,0,1,0,1
0,1,150,5337,0,0,0,0
0,2,1466,1800,0,0,0,0
0,-1,3948,5338,0,0,0,0
0,0,3949,5339,1,1,1,1
1,1,3607,4846,0,0,0,0
1,2,148,157,1,0,0,0
0,-1,3950,5340,0,0,0,0
0,0,3951,5341,1,1,1,1
1,1,3940,5328,1,0,0,0
0,2,3941,5329,1,1,1,0
0,-1,3952,5342,0,0,0,0
0,0,3414,4547,1,1,1,1
0,1,39,39,1,0,0,0
0,2,3850,5207,1,0,0,0
1,-1,690,4412,0,0,0,0
0,0,1552,5343,1,1,1,1
0,1,1418,5344,0,0,0,0
0,2,296,5345,0,0,0,0
1,-1,77,78,0,0,0,0
0,0,3953,5346,1,1,1,1
0,1,2749,5347,0,0,0,0
0,2,3954,39,1,0,0,0
0,-1,337,5348,1,0,0,0
1,0,104,2315,1,1,1,1
0,1,84,3723,1,0,0,0
1,2,3955,5349,0,0,0,0
0,-1,170,3002,0,0,0,0
0,0,2317,2948,1,1,1,1
0,1,271,297,0,0,0,0
0,2,2357,3003,1,0,0,0
1,-1,3956,5350,0,0,0,0
0,0,2728,5351,1,1,1,1
0,1,87,5352,0,0,0,0
1,2,50,5353,0,1,0,0
0,-1,87,5352,0,0,0,0
1,0,50,5353,0,1,0,0
0,1,459,5354,1,0,0,0
1,2,1962,5355,0,0,0,0
1,-1,713,1812,0,0,0,0
1,0,3957,5356,1,1,1,0
1,1,3958,5357,0,0,0,1
0,2,3959,5358,0,0,0,0
0,-1,84,5359,0,0,0,1
0,0,3960,5360,0,1,0,0
1,1,1849,2306,0,0,0,0
0,2,3961,5361,0,0,0,0
0,-1,3962,5362,0,0,0,0
0,0,3963,5363,1,1,1,1
0,1,3964,5364,0,0,0,0
1,2,83,5365,0,0,0,0
0,-1,3965,5366,0,0,0,0
1,0,2411,5367,1,1,1,1
0,1,3966,5368,0,0,0,0
0,2,3967,5369,0,0,0,0
1,-1,1834,5370,0,0,0,0
0,0,3964,5371,0,1,0,1
1,1,3968,5372,0,0,0,0
0,2,3969,5373,0,0,0,0
0,-1,151,5374,0,0,0,0
1,0,3970,5375,0,1,0,1
0,1,261,389,0,0,0,0
0,2,1776,5376,0,0,0,0
1,-1,3971,5377,0,0,0,0
0,0,1247,5378,1,0,0,1
1,1,3972,5379,0,0,0,0
0,2,150,2730,0,0,0,0
